Date,Crop_Type,Soil_Type,Temperature_C,Humidity_Percent,Rainfall_mm,Soil_Moisture_Percent,Irrigation_Needed_Liters
2026-02-16,Rice,Loamy,26.07,29.49,3.65,17.25,77.6
2026-02-17,Sugarcane,Loamy,28.16,73.22,2.73,33.87,52.42
2026-02-18,Sugarcane,Silt,40.63,74.71,0.55,22.15,57.61
2026-02-19,Cotton,Loamy,43.38,37.13,0.71,21.05,57.37
2026-02-20,Sugarcane,Clay,31.39,59.86,2.1,36.23,57.44
2026-02-21,Maize,Sandy,31.32,43.7,3.21,17.26,55.21
2026-02-22,Rice,Clay,28.02,77.36,11.8,27.4,35.19
2026-02-23,Cotton,Clay,16.41,66.8,9.93,28.26,26.87
2026-02-24,Sugarcane,Clay,42.43,38.57,11.71,31.41,65.31
2026-02-25,Maize,Silt,16.32,70.43,2.94,25.13,21.14
2026-02-26,Sugarcane,Sandy,39.18,25.55,1.06,12.72,89.91
2026-02-27,Rice,Clay,18.78,28.63,0.8,25.59,52.43
2026-02-28,Wheat,Sandy,27.95,73.45,24.53,18.18,17.3
2026-03-01,Sugarcane,Loamy,41.43,56.92,8.71,32.13,62.57
2026-03-02,Wheat,Loamy,31.64,43.87,16.33,25.95,22.39
2026-03-03,Wheat,Silt,32.63,82.71,5.29,26.98,27.8
2026-03-04,Wheat,Silt,33.91,40.5,2.34,33.4,32.43
2026-03-05,Rice,Loamy,36.42,53.6,2.57,18.03,74.65
2026-03-06,Wheat,Silt,22.92,20.38,5.52,39.45,30.64
2026-03-07,Rice,Clay,24.62,80.73,1.32,37.15,39.42
2026-03-08,Cotton,Loamy,37.28,66.31,1.35,16.96,60.46
2026-03-09,Wheat,Loamy,43.27,56.29,2.17,19.68,52.3
2026-03-10,Cotton,Silt,34.63,57.35,14.42,27.93,31.16
2026-03-11,Wheat,Clay,18.85,28.6,4.83,38.51,36.66
2026-03-12,Cotton,Clay,34.37,20.95,0.88,44.7,37.46
2026-03-13,Cotton,Sandy,20.28,70.17,6.12,9.68,33.62
2026-03-14,Maize,Silt,26.7,33.62,6.58,23.08,40.13
2026-03-15,Cotton,Clay,18.17,68.59,3.66,30.96,29.54
2026-03-16,Sugarcane,Clay,22.89,31.45,2.25,30.02,61.1
2026-03-17,Cotton,Clay,30.06,74.46,9.2,36.6,30.71
2026-03-18,Wheat,Sandy,44.28,40.04,2.76,18.0,52.15
2026-03-19,Maize,Clay,16.85,31.37,11.27,38.72,26.5
2026-03-20,Rice,Clay,35.72,60.07,2.59,32.27,58.3
2026-03-21,Maize,Loamy,44.12,32.3,4.55,23.48,52.68
2026-03-22,Maize,Clay,39.75,53.97,3.92,31.1,41.09
2026-03-23,Maize,Silt,36.42,33.74,5.86,27.81,47.49
2026-03-24,Cotton,Clay,26.03,27.04,1.85,38.27,45.99
2026-03-25,Rice,Clay,28.8,33.54,1.18,25.46,62.38
2026-03-26,Sugarcane,Loamy,21.83,39.57,0.68,27.79,57.45
2026-03-27,Rice,Loamy,43.67,74.05,9.24,30.21,48.01
2026-03-28,Sugarcane,Loamy,20.85,82.48,3.07,28.54,44.98
2026-03-29,Sugarcane,Loamy,23.72,88.86,16.18,21.41,37.98
2026-03-30,Wheat,Clay,16.2,83.1,4.08,42.37,12.01
2026-03-31,Cotton,Sandy,35.95,40.4,2.05,11.17,57.12
2026-04-01,Wheat,Clay,40.62,29.81,3.93,25.16,47.57
2026-04-02,Maize,Sandy,36.76,25.67,6.3,9.99,65.27
2026-04-03,Sugarcane,Silt,32.98,76.52,0.58,27.95,54.02
2026-04-04,Maize,Sandy,21.38,62.25,3.5,22.34,30.72
2026-04-05,Maize,Silt,39.99,28.76,0.7,31.14,55.68
2026-04-06,Maize,Loamy,24.81,62.47,13.33,31.74,20.97
2026-04-07,Rice,Loamy,29.65,43.64,3.98,29.97,51.7
2026-04-08,Maize,Loamy,36.63,66.05,15.98,33.62,34.74
2026-04-09,Rice,Clay,23.22,79.22,2.79,30.44,39.3
2026-04-10,Wheat,Loamy,19.46,51.93,3.39,15.73,38.17
2026-04-11,Rice,Clay,26.81,33.43,0.32,36.82,62.94
2026-04-12,Rice,Clay,16.4,74.57,1.46,41.59,31.22
2026-04-13,Cotton,Sandy,27.27,66.34,3.13,17.61,49.7
2026-04-14,Wheat,Loamy,30.24,57.0,8.32,29.71,30.98
2026-04-15,Wheat,Loamy,30.01,82.59,12.62,16.1,36.92
2026-04-16,Rice,Loamy,43.54,63.56,6.13,20.96,54.47
2026-04-17,Maize,Loamy,42.98,54.17,4.98,29.69,42.23
2026-04-18,Wheat,Clay,18.6,57.42,5.62,33.35,21.38
2026-04-19,Cotton,Clay,17.23,33.44,9.16,39.5,37.37
2026-04-20,Rice,Clay,44.71,34.66,0.06,44.95,58.69
2026-04-21,Cotton,Sandy,38.6,41.88,12.29,21.81,37.09
2026-04-22,Wheat,Loamy,33.08,40.71,10.96,31.81,24.84
2026-04-23,Maize,Clay,24.62,72.11,17.74,33.76,15.17
2026-04-24,Sugarcane,Silt,19.72,68.34,3.6,33.01,52.34
2026-04-25,Wheat,Sandy,42.04,72.55,3.35,17.06,48.95
2026-04-26,Cotton,Clay,35.02,23.07,1.98,37.47,52.34
2026-04-27,Rice,Clay,44.23,23.24,2.2,29.26,71.54
2026-04-28,Wheat,Loamy,18.6,53.85,5.78,30.58,17.12
2026-04-29,Cotton,Sandy,32.08,76.83,8.25,8.8,42.66
2026-04-30,Sugarcane,Clay,34.27,22.69,4.86,40.56,60.0
2026-05-01,Wheat,Sandy,23.32,65.0,5.9,22.42,19.05
2026-05-02,Sugarcane,Silt,31.84,81.8,3.75,30.35,55.47
2026-05-03,Wheat,Clay,23.75,38.68,13.26,28.45,25.48
2026-05-04,Cotton,Clay,29.98,39.06,0.93,37.42,46.31
2026-05-05,Sugarcane,Sandy,37.15,29.91,10.71,16.65,77.76
2026-05-06,Cotton,Loamy,40.34,82.83,1.54,29.23,37.6
2026-05-07,Cotton,Loamy,25.66,23.44,0.16,26.08,46.57
2026-05-08,Cotton,Loamy,40.22,22.34,2.28,19.74,69.68
2026-05-09,Sugarcane,Loamy,21.7,84.56,2.77,34.71,45.32
2026-05-10,Cotton,Clay,15.16,72.38,11.67,27.79,12.58
2026-05-11,Cotton,Clay,43.01,57.97,3.75,27.82,42.0
2026-05-12,Rice,Sandy,17.63,64.37,12.3,9.17,50.99
2026-05-13,Maize,Clay,19.0,76.41,22.9,32.55,2.67
2026-05-14,Maize,Silt,15.41,84.5,0.69,28.92,24.89
2026-05-15,Maize,Sandy,22.42,72.39,1.52,22.63,25.35
2026-05-16,Maize,Silt,33.42,26.14,2.48,34.27,48.96
2026-05-17,Wheat,Sandy,23.48,46.46,0.54,19.38,40.02
2026-05-18,Sugarcane,Sandy,22.47,42.71,2.03,5.51,64.05
2026-05-19,Cotton,Clay,30.55,51.89,0.16,42.58,27.08
2026-05-20,Cotton,Sandy,42.73,21.71,4.35,15.98,68.32
2026-05-21,Maize,Sandy,34.57,70.9,0.0,23.74,30.99
2026-05-22,Maize,Loamy,22.9,22.65,0.66,34.73,36.89
2026-05-23,Maize,Clay,18.21,70.36,9.64,30.14,15.13
2026-05-24,Wheat,Loamy,16.7,27.24,2.82,19.6,50.1
2026-05-25,Maize,Sandy,43.22,83.42,4.18,12.09,52.29
2026-05-26,Rice,Sandy,28.55,79.97,14.42,11.72,50.36
2026-05-27,Wheat,Silt,21.01,48.94,1.15,37.53,22.95
2026-05-28,Wheat,Loamy,33.17,68.43,2.41,32.38,35.41
2026-05-29,Rice,Clay,17.02,52.53,8.59,37.29,41.99
2026-05-30,Rice,Loamy,42.38,28.29,5.19,20.0,67.02
2026-05-31,Cotton,Loamy,19.06,59.97,2.62,28.23,32.29
2026-06-01,Rice,Loamy,20.94,20.64,4.93,21.33,57.84
2026-06-02,Rice,Sandy,25.37,45.05,0.04,21.78,47.19
2026-06-03,Wheat,Silt,41.76,57.49,3.92,33.08,39.32
2026-06-04,Maize,Clay,16.34,23.78,3.06,35.99,40.33
2026-06-05,Sugarcane,Sandy,36.96,46.87,14.5,14.64,70.43
2026-06-06,Wheat,Clay,23.26,25.26,6.15,34.66,32.38
2026-06-07,Wheat,Silt,22.73,81.94,4.3,24.42,18.61
2026-06-08,Sugarcane,Loamy,16.32,89.45,0.7,30.92,44.37
2026-06-09,Cotton,Silt,27.39,57.62,0.25,20.05,33.47
2026-06-10,Sugarcane,Sandy,18.64,27.96,2.65,17.96,76.27
2026-06-11,Maize,Loamy,43.21,38.25,9.6,32.27,49.64
2026-06-12,Wheat,Silt,39.65,73.85,4.54,26.74,33.58
2026-06-13,Cotton,Loamy,25.54,89.88,10.98,15.97,35.38
2026-06-14,Wheat,Clay,19.92,46.7,0.76,37.5,26.37
2026-06-15,Cotton,Clay,25.37,32.0,0.41,38.87,46.71
2026-06-16,Rice,Loamy,39.95,30.52,0.2,32.58,68.89
2026-06-17,Maize,Loamy,29.05,61.88,0.16,20.5,30.2
2026-06-18,Rice,Loamy,41.85,88.79,5.07,18.23,67.44
2026-06-19,Cotton,Loamy,19.61,84.52,7.08,29.63,21.26
2026-06-20,Sugarcane,Clay,37.61,51.3,1.85,34.66,63.94
2026-06-21,Sugarcane,Loamy,23.93,66.18,0.74,28.74,52.48
2026-06-22,Cotton,Sandy,31.8,87.28,4.94,10.19,48.75
2026-06-23,Rice,Silt,37.06,41.24,2.12,39.82,57.61
2026-06-24,Maize,Silt,39.63,26.46,5.6,21.13,49.04
2026-06-25,Wheat,Clay,26.96,56.55,2.57,31.01,31.82
2026-06-26,Rice,Silt,41.82,54.85,9.22,36.03,54.46
2026-06-27,Maize,Loamy,27.18,77.84,1.29,25.49,29.84
2026-06-28,Maize,Sandy,26.35,75.57,10.37,22.02,19.66
2026-06-29,Rice,Loamy,44.19,88.58,1.56,15.82,71.23
2026-06-30,Maize,Clay,18.02,69.53,0.16,42.4,15.83
2026-07-01,Wheat,Loamy,20.27,87.22,5.91,31.03,14.39
2026-07-02,Maize,Clay,29.42,58.63,5.0,30.14,35.69
2026-07-03,Cotton,Clay,43.97,21.04,3.28,31.67,54.69
2026-07-04,Rice,Loamy,28.07,49.04,6.6,28.72,47.0
2026-07-05,Rice,Sandy,36.91,57.3,13.37,24.03,49.17
2026-07-06,Maize,Clay,37.16,82.51,2.97,35.61,37.49
2026-07-07,Rice,Silt,41.53,80.39,2.93,31.72,57.86
2026-07-08,Cotton,Silt,42.16,25.81,1.06,28.82,55.51
2026-07-09,Cotton,Sandy,44.65,47.22,0.24,21.02,45.63
2026-07-10,Cotton,Clay,29.84,71.96,7.36,34.99,23.83
2026-07-11,Cotton,Sandy,34.9,48.58,1.65,19.62,53.45
2026-07-12,Wheat,Silt,23.7,64.02,0.63,33.1,23.7
2026-07-13,Sugarcane,Loamy,43.01,80.71,1.33,30.57,60.65
2026-07-14,Sugarcane,Sandy,26.21,67.7,0.33,12.92,72.78
2026-07-15,Cotton,Sandy,41.26,49.08,2.58,5.72,60.31
2026-07-16,Sugarcane,Sandy,18.43,41.38,7.6,12.32,58.45
2026-07-17,Rice,Clay,20.9,82.7,0.56,39.13,40.0
2026-07-18,Rice,Silt,18.79,67.45,4.24,29.6,44.95
2026-07-19,Wheat,Clay,43.13,26.39,0.1,41.11,37.65
2026-07-20,Sugarcane,Loamy,33.58,65.56,1.11,19.81,75.96
2026-07-21,Wheat,Sandy,44.47,33.86,0.72,6.13,67.21
2026-07-22,Wheat,Loamy,17.07,89.71,1.7,17.99,33.45
2026-07-23,Sugarcane,Clay,30.6,45.54,10.33,32.9,49.01
2026-07-24,Rice,Clay,25.52,73.04,4.37,38.78,45.4
2026-07-25,Cotton,Loamy,42.93,27.76,2.61,30.42,54.61
2026-07-26,Wheat,Loamy,29.03,81.25,8.33,34.62,22.56
2026-07-27,Sugarcane,Silt,36.95,45.69,0.56,33.77,67.87
2026-07-28,Sugarcane,Sandy,42.86,76.3,0.89,9.98,74.05
2026-07-29,Rice,Loamy,32.45,88.28,7.17,23.47,42.03
2026-07-30,Sugarcane,Loamy,38.91,61.33,0.51,25.96,66.22
2026-07-31,Sugarcane,Sandy,33.87,30.69,6.19,18.55,77.15
2026-08-01,Sugarcane,Sandy,24.99,66.86,1.22,16.82,67.48
2026-08-02,Maize,Loamy,42.64,88.5,0.05,27.45,37.48
2026-08-03,Rice,Silt,22.55,88.67,4.76,35.87,37.51
2026-08-04,Cotton,Sandy,42.05,22.43,1.93,16.93,70.63
2026-08-05,Sugarcane,Silt,39.47,24.39,8.45,29.9,67.8
2026-08-06,Sugarcane,Clay,34.48,31.45,0.17,27.82,70.65
2026-08-07,Rice,Clay,21.77,21.76,6.42,41.21,41.78
2026-08-08,Sugarcane,Silt,42.1,67.06,11.39,28.94,54.62
2026-08-09,Maize,Silt,17.8,56.46,9.05,36.6,25.74
2026-08-10,Rice,Sandy,39.86,75.18,1.5,19.17,68.29
2026-08-11,Maize,Clay,21.03,32.5,2.06,33.37,38.05
2026-08-12,Rice,Loamy,23.12,22.04,4.65,22.91,53.79
2026-08-13,Wheat,Loamy,20.16,24.15,0.56,18.69,49.05
2026-08-14,Wheat,Sandy,36.35,34.76,5.58,19.09,60.35
2026-08-15,Sugarcane,Sandy,18.8,59.64,2.54,10.69,63.02
2026-08-16,Wheat,Sandy,33.24,60.3,0.89,7.5,47.16
2026-08-17,Rice,Clay,41.39,23.16,6.57,42.44,52.59
2026-08-18,Sugarcane,Sandy,43.87,78.39,3.36,20.25,62.0
2026-08-19,Cotton,Loamy,41.76,52.93,3.75,34.99,47.06
2026-08-20,Maize,Silt,28.6,56.2,7.21,28.95,29.74
2026-08-21,Cotton,Clay,29.28,68.25,4.68,35.76,34.81
2026-08-22,Rice,Sandy,23.32,55.02,0.88,11.81,58.94
2026-08-23,Cotton,Loamy,40.58,38.06,3.38,34.51,54.0
2026-08-24,Wheat,Silt,17.71,62.42,0.47,39.18,26.29
2026-08-25,Wheat,Silt,36.12,61.28,2.99,37.17,42.74
2026-08-26,Sugarcane,Sandy,42.95,60.83,3.87,14.09,78.26
2026-08-27,Sugarcane,Clay,16.99,20.11,3.7,31.88,62.98
2026-08-28,Cotton,Loamy,37.84,86.87,10.93,21.36,28.0
2026-08-29,Wheat,Loamy,26.35,53.12,4.98,33.16,29.51
2026-08-30,Rice,Silt,23.05,68.86,0.01,37.43,42.18
2026-08-31,Cotton,Clay,16.92,80.37,16.29,29.93,14.7
2026-09-01,Cotton,Silt,27.42,38.9,1.16,33.08,44.5
2026-09-02,Sugarcane,Silt,35.67,59.56,9.78,22.35,61.71
2026-09-03,Wheat,Loamy,36.92,84.26,12.14,29.78,23.19
2026-09-04,Wheat,Silt,24.9,87.35,11.59,25.41,11.82
2026-09-05,Cotton,Clay,22.58,50.57,3.67,30.9,27.09
2026-09-06,Wheat,Silt,23.46,51.05,0.94,37.47,26.23
2026-09-07,Rice,Sandy,34.5,65.76,15.64,5.06,58.49
2026-09-08,Wheat,Silt,42.96,70.44,7.26,21.83,30.08
2026-09-09,Rice,Silt,17.59,75.95,11.44,38.82,32.2
2026-09-10,Wheat,Silt,24.99,49.86,0.75,20.45,27.21
2026-09-11,Cotton,Loamy,33.26,84.89,5.47,28.82,31.72
2026-09-12,Wheat,Clay,25.8,87.77,12.82,42.68,4.71
2026-09-13,Rice,Loamy,24.58,37.65,15.61,33.47,44.74
2026-09-14,Sugarcane,Clay,28.57,49.71,0.85,33.53,55.22
2026-09-15,Wheat,Loamy,38.44,67.6,5.04,33.19,32.11
2026-09-16,Wheat,Loamy,38.62,57.89,1.96,17.73,57.33
2026-09-17,Maize,Sandy,41.34,61.01,5.61,21.09,38.95
2026-09-18,Maize,Sandy,39.48,76.18,9.34,7.31,50.82
2026-09-19,Sugarcane,Clay,25.72,24.61,0.91,44.86,55.38
2026-09-20,Rice,Loamy,23.65,37.99,5.46,23.39,52.79
2026-09-21,Wheat,Silt,38.76,40.49,0.41,29.76,38.89
2026-09-22,Wheat,Silt,26.8,47.14,1.69,25.37,32.17
2026-09-23,Sugarcane,Sandy,35.33,32.1,2.11,6.23,88.62
2026-09-24,Cotton,Loamy,41.55,35.51,3.11,24.41,57.24
2026-09-25,Wheat,Clay,30.39,66.95,9.4,25.19,29.42
2026-09-26,Sugarcane,Loamy,15.26,84.93,0.34,22.34,44.42
2026-09-27,Rice,Clay,36.42,80.29,0.84,34.03,54.45
2026-09-28,Cotton,Clay,29.64,30.84,2.31,31.59,44.54
2026-09-29,Rice,Sandy,42.09,47.61,19.85,20.18,50.07
2026-09-30,Sugarcane,Clay,44.88,32.6,3.49,41.97,62.12
2026-10-01,Rice,Silt,23.31,80.36,1.67,33.74,41.05
2026-10-02,Sugarcane,Clay,31.28,88.49,8.3,36.11,52.68
2026-10-03,Cotton,Loamy,41.61,45.07,2.38,23.36,45.28
2026-10-04,Wheat,Clay,29.89,41.42,13.1,36.77,19.45
2026-10-05,Sugarcane,Loamy,38.04,87.25,3.46,17.24,74.64
2026-10-06,Maize,Silt,41.91,47.64,15.32,29.7,35.84
2026-10-07,Cotton,Loamy,41.96,85.18,16.22,15.26,43.03
2026-10-08,Rice,Sandy,16.91,35.48,3.59,15.92,67.21
2026-10-09,Rice,Loamy,36.3,57.36,0.78,15.18,76.85
2026-10-10,Cotton,Silt,33.19,43.58,4.4,26.31,37.52
2026-10-11,Sugarcane,Loamy,20.64,49.96,5.37,20.28,42.07
2026-10-12,Rice,Sandy,33.17,87.4,4.45,14.42,65.44
2026-10-13,Maize,Clay,39.85,42.61,1.35,30.25,43.03
2026-10-14,Cotton,Silt,30.1,24.75,6.43,36.12,43.74
2026-10-15,Rice,Silt,27.8,82.24,9.33,30.51,41.15
2026-10-16,Sugarcane,Silt,29.87,41.93,7.01,24.4,49.33
2026-10-17,Maize,Silt,36.73,48.27,1.21,27.12,41.7
2026-10-18,Sugarcane,Loamy,37.3,37.64,3.03,22.72,77.89
2026-10-19,Maize,Sandy,17.4,26.29,4.47,16.99,52.51
2026-10-20,Rice,Clay,30.5,55.33,0.81,27.08,52.74
2026-10-21,Cotton,Sandy,37.44,33.79,7.51,21.64,49.17
2026-10-22,Cotton,Silt,26.55,71.77,2.7,34.73,27.68
2026-10-23,Maize,Loamy,41.96,31.51,8.15,30.84,45.76
2026-10-24,Wheat,Clay,42.23,79.25,3.37,25.74,35.21
2026-10-25,Sugarcane,Silt,44.21,36.14,7.41,26.78,67.86
2026-10-26,Maize,Silt,24.27,66.12,4.18,29.44,27.97
2026-10-27,Cotton,Loamy,17.63,66.77,11.31,16.16,32.84
2026-10-28,Maize,Silt,27.11,29.59,3.53,22.53,42.86
2026-10-29,Cotton,Silt,22.75,53.66,24.15,33.73,12.05
2026-10-30,Sugarcane,Clay,16.22,28.6,1.13,33.04,62.07
2026-10-31,Maize,Clay,23.83,26.05,7.12,31.28,32.76
2026-11-01,Sugarcane,Silt,44.78,28.9,0.38,37.57,73.81
2026-11-02,Cotton,Silt,24.87,47.4,1.52,26.86,29.46
2026-11-03,Cotton,Sandy,30.35,86.05,0.21,15.06,50.51
2026-11-04,Sugarcane,Clay,25.57,40.93,4.1,25.17,52.5
2026-11-05,Maize,Sandy,20.56,55.84,24.3,18.05,20.37
2026-11-06,Wheat,Sandy,29.9,30.09,12.65,13.82,47.97
2026-11-07,Sugarcane,Loamy,33.24,27.33,3.03,19.78,87.01
2026-11-08,Maize,Sandy,36.71,78.29,1.12,14.04,54.15
2026-11-09,Rice,Loamy,36.49,35.7,0.52,33.34,70.36
2026-11-10,Cotton,Loamy,38.8,84.05,0.93,31.35,42.6
2026-11-11,Wheat,Clay,42.42,58.25,2.2,25.15,37.37
2026-11-12,Wheat,Loamy,26.98,32.93,2.52,18.49,57.09
2026-11-13,Maize,Loamy,32.96,55.2,0.27,33.84,38.16
2026-11-14,Maize,Clay,19.74,43.7,0.1,32.27,28.19
2026-11-15,Sugarcane,Silt,18.35,30.34,2.79,23.91,57.17
2026-11-16,Rice,Silt,17.51,53.8,3.61,36.58,44.66
2026-11-17,Cotton,Silt,30.81,22.67,4.78,36.56,47.95
2026-11-18,Wheat,Sandy,32.81,31.49,0.66,24.6,44.36
2026-11-19,Maize,Loamy,20.14,66.73,4.7,27.87,25.53
2026-11-20,Sugarcane,Silt,26.68,41.94,3.1,27.8,57.18
2026-11-21,Sugarcane,Loamy,21.45,77.78,21.75,26.14,23.67
2026-11-22,Sugarcane,Loamy,15.16,59.54,2.07,21.45,50.87
2026-11-23,Sugarcane,Silt,33.28,79.72,1.54,30.39,54.7
2026-11-24,Rice,Clay,31.7,66.31,4.48,39.73,55.43
2026-11-25,Cotton,Loamy,18.49,61.75,1.61,16.59,44.58
2026-11-26,Wheat,Silt,24.86,70.43,5.16,26.66,16.53
2026-11-27,Wheat,Silt,34.12,58.74,0.06,33.93,34.26
2026-11-28,Maize,Silt,39.54,61.14,1.45,24.07,42.04
2026-11-29,Maize,Silt,17.9,86.62,7.82,27.48,18.38
2026-11-30,Sugarcane,Sandy,30.76,70.74,2.86,17.6,69.04
2026-12-01,Wheat,Clay,32.35,54.87,4.33,30.73,34.2
2026-12-02,Wheat,Loamy,16.57,37.74,0.39,17.08,51.88
2026-12-03,Cotton,Loamy,35.52,75.64,0.6,25.67,37.61
2026-12-04,Cotton,Clay,30.23,76.56,2.3,27.5,32.25
2026-12-05,Maize,Sandy,22.33,59.22,0.11,15.41,42.35
2026-12-06,Wheat,Sandy,37.07,34.82,0.78,11.33,67.86
2026-12-07,Rice,Silt,28.68,22.1,2.53,31.43,62.72
2026-12-08,Rice,Silt,39.57,58.3,0.21,26.3,60.45
2026-12-09,Wheat,Clay,40.77,35.98,1.24,29.02,52.53
2026-12-10,Sugarcane,Silt,38.25,47.49,3.51,29.29,63.52
2026-12-11,Sugarcane,Silt,15.91,29.23,10.88,35.03,49.54
2026-12-12,Cotton,Silt,40.08,70.29,3.7,20.9,42.6
2026-12-13,Sugarcane,Loamy,37.38,75.63,6.89,23.82,56.4
2026-12-14,Wheat,Clay,40.62,76.17,0.21,32.58,32.21
2026-12-15,Sugarcane,Sandy,33.04,81.17,0.64,14.02,72.47
2026-12-16,Maize,Sandy,32.29,75.44,1.96,19.32,45.81
2026-12-17,Rice,Silt,19.34,76.79,1.26,34.35,42.66
2026-12-18,Sugarcane,Silt,31.2,52.27,1.97,29.51,60.62
2026-12-19,Cotton,Loamy,43.13,80.35,11.0,24.36,30.94
2026-12-20,Sugarcane,Silt,26.79,87.32,2.69,32.02,51.26
2026-12-21,Maize,Clay,22.34,72.23,3.68,30.37,24.66
2026-12-22,Wheat,Loamy,34.83,42.6,3.28,27.35,34.43
2026-12-23,Rice,Sandy,43.85,55.8,6.62,13.22,69.13
2026-12-24,Wheat,Clay,27.28,58.09,3.92,34.94,27.81
2026-12-25,Wheat,Silt,20.07,28.83,13.49,32.1,25.96
2026-12-26,Sugarcane,Sandy,42.27,64.66,7.33,12.37,77.76
2026-12-27,Sugarcane,Sandy,40.62,32.05,1.58,10.71,88.63
2026-12-28,Sugarcane,Silt,15.96,25.33,1.6,24.0,58.39
2026-12-29,Cotton,Silt,31.89,20.4,2.8,28.16,47.68
2026-12-30,Wheat,Silt,36.06,70.46,6.52,20.0,32.72
2026-12-31,Wheat,Silt,42.12,21.1,13.58,36.2,42.02
2027-01-01,Cotton,Silt,37.16,87.19,5.67,31.41,37.67
2027-01-02,Maize,Sandy,41.26,55.85,2.59,8.24,59.2
2027-01-03,Cotton,Loamy,32.49,83.62,14.24,16.29,39.41
2027-01-04,Cotton,Silt,24.54,51.6,1.42,35.8,30.81
2027-01-05,Rice,Loamy,26.78,40.4,8.65,24.03,45.01
2027-01-06,Cotton,Sandy,28.45,37.93,0.64,6.97,61.54
2027-01-07,Cotton,Sandy,38.93,30.78,4.91,11.77,67.76
2027-01-08,Maize,Silt,15.44,78.87,3.6,22.78,21.42
2027-01-09,Maize,Clay,28.51,33.96,1.84,25.85,43.8
2027-01-10,Maize,Clay,38.12,42.91,1.39,28.38,44.65
2027-01-11,Maize,Loamy,38.17,50.43,2.01,18.57,59.59
2027-01-12,Cotton,Loamy,32.0,87.01,1.91,19.39,51.06
2027-01-13,Sugarcane,Silt,25.08,40.32,3.9,20.47,52.48
2027-01-14,Sugarcane,Silt,43.29,70.51,0.46,36.93,61.39
2027-01-15,Maize,Silt,29.02,63.85,7.93,39.38,27.8
2027-01-16,Wheat,Clay,28.34,66.79,4.97,25.36,30.25
2027-01-17,Maize,Silt,15.79,75.38,1.5,26.81,20.38
2027-01-18,Rice,Sandy,36.95,31.53,2.16,10.3,84.1
2027-01-19,Cotton,Clay,26.04,58.87,0.53,41.1,24.22
2027-01-20,Cotton,Clay,36.76,34.68,10.8,37.32,44.57
2027-01-21,Cotton,Sandy,43.27,72.85,1.17,11.75,56.86
2027-01-22,Wheat,Loamy,30.9,29.64,2.3,29.44,43.05
2027-01-23,Rice,Sandy,28.83,67.18,3.9,21.87,51.57
2027-01-24,Rice,Silt,44.95,72.67,9.97,33.02,52.14
2027-01-25,Cotton,Sandy,21.85,77.55,1.75,19.11,40.08
2027-01-26,Cotton,Silt,20.39,71.45,1.05,22.27,25.28
2027-01-27,Sugarcane,Silt,16.5,24.86,8.11,36.18,53.47
2027-01-28,Rice,Silt,28.3,64.29,9.93,21.6,46.67
2027-01-29,Rice,Silt,35.86,48.66,10.45,25.96,47.07
2027-01-30,Cotton,Clay,32.34,46.32,3.83,42.53,32.47
2027-01-31,Cotton,Clay,28.86,58.44,14.89,44.97,13.41
2027-02-01,Cotton,Silt,26.34,20.57,0.05,29.21,44.93
2027-02-02,Cotton,Sandy,20.41,78.91,0.06,11.24,37.08
2027-02-03,Wheat,Clay,16.63,61.76,0.45,39.03,22.32
2027-02-04,Wheat,Sandy,24.16,82.76,5.13,20.4,12.85
2027-02-05,Sugarcane,Loamy,42.73,58.44,4.37,23.03,67.69
2027-02-06,Sugarcane,Silt,23.56,79.09,2.83,36.57,46.94
2027-02-07,Cotton,Clay,34.85,89.96,1.53,36.52,36.18
2027-02-08,Maize,Sandy,19.46,51.94,2.44,19.28,40.42
2027-02-09,Maize,Clay,16.34,87.94,6.3,31.46,16.91
2027-02-10,Maize,Silt,33.79,30.25,1.05,37.19,46.54
2027-02-11,Wheat,Loamy,41.14,66.42,2.09,28.67,37.12
2027-02-12,Wheat,Silt,29.61,76.92,15.47,38.52,17.46
2027-02-13,Sugarcane,Clay,25.8,52.55,5.85,42.68,38.24
2027-02-14,Cotton,Silt,34.37,47.74,0.41,27.47,41.13
2027-02-15,Cotton,Silt,19.81,20.54,6.99,22.13,32.49
2027-02-16,Maize,Silt,30.1,64.64,1.76,34.21,36.02
2027-02-17,Maize,Loamy,32.16,60.87,1.18,16.48,52.79
2027-02-18,Sugarcane,Loamy,37.08,58.98,13.23,22.56,54.78
2027-02-19,Rice,Clay,23.65,31.22,3.93,35.65,52.46
2027-02-20,Wheat,Clay,21.56,37.01,5.14,30.52,28.3
2027-02-21,Maize,Sandy,29.72,87.63,8.93,10.69,37.18
2027-02-22,Sugarcane,Silt,44.37,32.07,2.21,34.59,77.78
2027-02-23,Maize,Clay,21.82,35.8,0.11,37.08,39.02
2027-02-24,Wheat,Loamy,17.14,24.85,1.18,20.81,36.72
2027-02-25,Rice,Silt,18.22,30.19,0.17,29.4,57.73
2027-02-26,Wheat,Loamy,25.14,41.7,13.48,19.97,35.86
2027-02-27,Maize,Sandy,30.21,75.04,10.67,21.77,23.49
2027-02-28,Maize,Clay,34.84,69.69,0.05,33.78,40.06
2027-03-01,Wheat,Loamy,24.34,81.03,0.85,19.13,36.12
2027-03-02,Rice,Sandy,19.73,37.66,0.85,24.06,54.43
2027-03-03,Cotton,Clay,15.43,30.74,2.73,26.37,40.06
